CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
8,Barcelona,19,Barcelona,4,7,2021,4,12,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,2.0,V,4.0,V,7.0,V,8.0,V,7.0,V,10.0,V,11.0,V,6.0,V,5.0,V,4.0,V,5.0,V,4.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,13,3.0,V,3.0,V,3.0,V,13.0,V,4.0,V,16.0,V,22.0,V,38.0,V,46.0,V,34.0,V,14.0,V,4.0,V,3.0,V,3.0,V,4.0,V,4.0,V,3.0,V,3.0,V,4.0,V,3.0,V,3.0,V,3.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,14,2.0,V,2.0,V,2.0,V,2.0,V,2.0,V,5.0,V,4.0,V,3.0,V,4.0,V,4.0,V,5.0,V,5.0,V,5.0,V,3.0,V,3.0,V,3.0,V,4.0,V,3.0,V,2.0,V,3.0,V,2.0,V,1.0,V,,N,,N
8,Barcelona,19,Barcelona,4,7,2021,4,15,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,3.0,V,7.0,V,21.0,V,12.0,V,16.0,V,6.0,V,6.0,V,4.0,V,4.0,V,3.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,16,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,5.0,V,5.0,V,5.0,V,5.0,V,4.0,V,4.0,V,4.0,V,3.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,17,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,6.0,V,1.0,V,5.0,V,5.0,V,4.0,V,3.0,V,4.0,V,3.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,1.0,V,2.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,18,1.0,V,2.0,V,2.0,V,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,2.0,V,2.0,V,2.0,V,4.0,V,4.0,V,4.0,V,4.0,V,3.0,V,3.0,V,3.0,V,3.0,V,3.0,V,2.0,V,4.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,19,1.0,V,3.0,V,2.0,V,4.0,V,5.0,V,6.0,V,14.0,V,28.0,V,45.0,V,44.0,V,23.0,V,3.0,V,3.0,V,3.0,V,2.0,V,3.0,V,3.0,V,,N,1.0,V,1.0,V,2.0,V,1.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,20,4.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,5.0,V,20.0,V,47.0,V,46.0,V,52.0,V,34.0,V,6.0,V,3.0,V,4.0,V,2.0,V,2.0,V,3.0,V,1.0,V,1.0,V,1.0,V,4.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,21,1.0,V,7.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,4.0,V,5.0,V,3.0,V,4.0,V,3.0,V,2.0,V,3.0,V,3.0,V,2.0,V,3.0,V,2.0,V,1.0,V,2.0,V,1.0,V,1.0,V
8,Barcelona,19,Barcelona,4,7,2021,4,22,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,4.0,V,14.0,V,28.0,V,20.0,V,4.0,V,3.0,V,5.0,V,4.0,V,3.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,23,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,4.0,V,11.0,V,36.0,V,55.0,V,53.0,V,9.0,V,4.0,V,3.0,V,2.0,V,2.0,V,3.0,V,2.0,V,3.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,24,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,2.0,V,4.0,V,14.0,V,10.0,V,3.0,V,2.0,V,2.0,V,1.0,V,2.0,V,4.0,V,5.0,V,1.0,V,2.0,V,1.0,V,1.0,V,2.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,25,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,1.0,V,2.0,V,4.0,V,9.0,V,6.0,V,5.0,V,2.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,26,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,4.0,V,1.0,V,6.0,V,9.0,V,5.0,V,2.0,V,4.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,4.0,V,4.0,V,2.0,V,2.0,V,2.0,V,2.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,27,3.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,7.0,V,31.0,V,76.0,V,58.0,V,15.0,V,13.0,V,10.0,V,3.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,1.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,28,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,3.0,V,1.0,V,2.0,V,4.0,V,2.0,V,5.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,3.0,V,2.0,V,2.0,V,2.0,V,2.0,V,2.0,V,1.0,V,,N
8,Barcelona,19,Barcelona,4,7,2021,4,29,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,4.0,V,5.0,V,4.0,V,4.0,V,,N,,N,,N,3.0,V,2.0,V,2.0,V,,N,,N,,N,,N,,N,,N
8,Barcelona,19,Barcelona,4,7,2021,4,30,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,2.0,V,9.0,V,16.0,V,42.0,V,23.0,V,10.0,V,5.0,V,3.0,V,2.0,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
8,Barcelona,19,Barcelona,4,8,2021,4,1,77.0,V,55.0,V,40.0,V,34.0,V,31.0,V,39.0,V,48.0,V,55.0,V,59.0,V,63.0,V,65.0,V,59.0,V,22.0,V,15.0,V,11.0,V,8.0,V,9.0,V,9.0,V,13.0,V,18.0,V,47.0,V,84.0,V,85.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,2,71.0,V,56.0,V,46.0,V,39.0,V,32.0,V,39.0,V,33.0,V,30.0,V,30.0,V,32.0,V,18.0,V,7.0,V,6.0,V,6.0,V,4.0,V,3.0,V,5.0,V,6.0,V,4.0,V,5.0,V,12.0,V,16.0,V,19.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,3,13.0,V,14.0,V,26.0,V,24.0,V,28.0,V,28.0,V,35.0,V,41.0,V,43.0,V,42.0,V,39.0,V,44.0,V,38.0,V,20.0,V,23.0,V,22.0,V,16.0,V,14.0,V,13.0,V,14.0,V,11.0,V,11.0,V,10.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,4,16.0,V,13.0,V,12.0,V,12.0,V,13.0,V,35.0,V,30.0,V,29.0,V,21.0,V,19.0,V,14.0,V,19.0,V,11.0,V,9.0,V,10.0,V,5.0,V,6.0,V,5.0,V,11.0,V,19.0,V,34.0,V,35.0,V,46.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,5,38.0,V,32.0,V,26.0,V,21.0,V,21.0,V,25.0,V,34.0,V,25.0,V,26.0,V,24.0,V,26.0,V,37.0,V,22.0,V,14.0,V,17.0,V,20.0,V,13.0,V,11.0,V,13.0,V,15.0,V,19.0,V,18.0,V,17.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,6,11.0,V,13.0,V,19.0,V,18.0,V,12.0,V,25.0,V,46.0,V,57.0,V,57.0,V,58.0,V,57.0,V,44.0,V,28.0,V,22.0,V,16.0,V,12.0,V,9.0,V,12.0,V,13.0,V,15.0,V,14.0,V,12.0,V,10.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,7,7.0,V,4.0,V,7.0,V,4.0,V,3.0,V,7.0,V,14.0,V,41.0,V,60.0,V,54.0,V,,N,,N,39.0,V,17.0,V,12.0,V,13.0,V,12.0,V,10.0,V,17.0,V,26.0,V,30.0,V,27.0,V,24.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,8,32.0,V,41.0,V,53.0,V,40.0,V,37.0,V,42.0,V,55.0,V,61.0,V,68.0,V,46.0,V,33.0,V,23.0,V,20.0,V,16.0,V,19.0,V,18.0,V,24.0,V,35.0,V,30.0,V,24.0,V,28.0,V,27.0,V,24.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,9,19.0,V,31.0,V,49.0,V,62.0,V,37.0,V,44.0,V,60.0,V,69.0,V,71.0,V,67.0,V,65.0,V,18.0,V,19.0,V,21.0,V,16.0,V,11.0,V,12.0,V,14.0,V,15.0,V,15.0,V,21.0,V,17.0,V,14.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,10,23.0,V,17.0,V,14.0,V,19.0,V,18.0,V,18.0,V,22.0,V,35.0,V,41.0,V,46.0,V,48.0,V,49.0,V,47.0,V,46.0,V,23.0,V,10.0,V,10.0,V,14.0,V,14.0,V,25.0,V,35.0,V,62.0,V,66.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,11,56.0,V,48.0,V,28.0,V,27.0,V,27.0,V,32.0,V,18.0,V,28.0,V,25.0,V,35.0,V,25.0,V,25.0,V,26.0,V,23.0,V,19.0,V,18.0,V,16.0,V,18.0,V,15.0,V,20.0,V,35.0,V,33.0,V,8.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,12,4.0,V,3.0,V,3.0,V,2.0,V,3.0,V,8.0,V,11.0,V,27.0,V,41.0,V,42.0,V,35.0,V,29.0,V,25.0,V,19.0,V,19.0,V,16.0,V,18.0,V,18.0,V,19.0,V,27.0,V,30.0,V,26.0,V,26.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,13,57.0,V,48.0,V,43.0,V,54.0,V,45.0,V,53.0,V,54.0,V,54.0,V,57.0,V,56.0,V,34.0,V,14.0,V,11.0,V,11.0,V,12.0,V,13.0,V,14.0,V,17.0,V,22.0,V,21.0,V,28.0,V,31.0,V,23.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,14,32.0,V,29.0,V,31.0,V,34.0,V,42.0,V,49.0,V,17.0,V,16.0,V,19.0,V,18.0,V,16.0,V,15.0,V,13.0,V,12.0,V,10.0,V,13.0,V,14.0,V,13.0,V,11.0,V,12.0,V,12.0,V,12.0,V,,N,,N
8,Barcelona,19,Barcelona,4,8,2021,4,15,43.0,V,54.0,V,50.0,V,45.0,V,38.0,V,44.0,V,60.0,V,68.0,V,41.0,V,55.0,V,20.0,V,16.0,V,14.0,V,13.0,V,10.0,V,8.0,V,8.0,V,10.0,V,9.0,V,10.0,V,15.0,V,10.0,V,9.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,16,16.0,V,26.0,V,19.0,V,15.0,V,21.0,V,40.0,V,40.0,V,51.0,V,39.0,V,33.0,V,33.0,V,16.0,V,12.0,V,13.0,V,11.0,V,13.0,V,12.0,V,11.0,V,15.0,V,18.0,V,23.0,V,22.0,V,19.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,17,20.0,V,15.0,V,12.0,V,10.0,V,12.0,V,23.0,V,16.0,V,33.0,V,27.0,V,16.0,V,12.0,V,13.0,V,14.0,V,12.0,V,14.0,V,11.0,V,8.0,V,8.0,V,9.0,V,11.0,V,13.0,V,26.0,V,18.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,18,18.0,V,26.0,V,25.0,V,22.0,V,13.0,V,9.0,V,8.0,V,12.0,V,11.0,V,12.0,V,10.0,V,17.0,V,20.0,V,16.0,V,18.0,V,12.0,V,15.0,V,15.0,V,18.0,V,19.0,V,18.0,V,21.0,V,19.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,19,19.0,V,40.0,V,39.0,V,43.0,V,51.0,V,56.0,V,61.0,V,68.0,V,69.0,V,72.0,V,49.0,V,15.0,V,13.0,V,13.0,V,9.0,V,10.0,V,10.0,V,,N,11.0,V,10.0,V,12.0,V,14.0,V,11.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,20,18.0,V,22.0,V,37.0,V,34.0,V,35.0,V,35.0,V,61.0,V,65.0,V,68.0,V,66.0,V,70.0,V,74.0,V,28.0,V,12.0,V,13.0,V,10.0,V,11.0,V,12.0,V,9.0,V,11.0,V,10.0,V,15.0,V,11.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,21,14.0,V,9.0,V,8.0,V,6.0,V,4.0,V,9.0,V,17.0,V,21.0,V,34.0,V,48.0,V,38.0,V,20.0,V,17.0,V,11.0,V,11.0,V,14.0,V,14.0,V,10.0,V,13.0,V,11.0,V,11.0,V,9.0,V,12.0,V,14.0,V
8,Barcelona,19,Barcelona,4,8,2021,4,22,11.0,V,18.0,V,21.0,V,19.0,V,26.0,V,37.0,V,55.0,V,67.0,V,70.0,V,51.0,V,16.0,V,14.0,V,16.0,V,15.0,V,11.0,V,11.0,V,14.0,V,12.0,V,12.0,V,13.0,V,13.0,V,16.0,V,11.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,23,12.0,V,10.0,V,24.0,V,35.0,V,33.0,V,38.0,V,45.0,V,54.0,V,61.0,V,65.0,V,30.0,V,14.0,V,13.0,V,13.0,V,10.0,V,12.0,V,10.0,V,10.0,V,9.0,V,8.0,V,18.0,V,24.0,V,26.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,24,64.0,V,48.0,V,40.0,V,39.0,V,35.0,V,34.0,V,37.0,V,46.0,V,52.0,V,41.0,V,13.0,V,11.0,V,10.0,V,9.0,V,7.0,V,9.0,V,9.0,V,8.0,V,8.0,V,12.0,V,13.0,V,21.0,V,23.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,25,27.0,V,21.0,V,16.0,V,22.0,V,38.0,V,50.0,V,42.0,V,34.0,V,40.0,V,39.0,V,40.0,V,31.0,V,10.0,V,7.0,V,5.0,V,7.0,V,7.0,V,7.0,V,6.0,V,7.0,V,8.0,V,8.0,V,7.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,26,6.0,V,8.0,V,8.0,V,7.0,V,15.0,V,30.0,V,26.0,V,63.0,V,73.0,V,31.0,V,20.0,V,28.0,V,16.0,V,15.0,V,13.0,V,14.0,V,27.0,V,47.0,V,41.0,V,39.0,V,44.0,V,40.0,V,50.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,27,37.0,V,24.0,V,21.0,V,14.0,V,16.0,V,25.0,V,45.0,V,53.0,V,63.0,V,71.0,V,64.0,V,50.0,V,38.0,V,19.0,V,21.0,V,20.0,V,16.0,V,12.0,V,17.0,V,15.0,V,21.0,V,26.0,V,35.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,28,25.0,V,17.0,V,19.0,V,20.0,V,12.0,V,15.0,V,19.0,V,50.0,V,58.0,V,29.0,V,47.0,V,16.0,V,14.0,V,12.0,V,11.0,V,9.0,V,14.0,V,12.0,V,14.0,V,12.0,V,15.0,V,24.0,V,11.0,V,,N
8,Barcelona,19,Barcelona,4,8,2021,4,29,7.0,V,10.0,V,8.0,V,10.0,V,5.0,V,8.0,V,14.0,V,20.0,V,23.0,V,20.0,V,13.0,V,11.0,V,,N,,N,,N,10.0,V,9.0,V,11.0,V,,N,,N,,N,,N,,N,,N
8,Barcelona,19,Barcelona,4,8,2021,4,30,10.0,V,7.0,V,6.0,V,7.0,V,17.0,V,31.0,V,47.0,V,55.0,V,61.0,V,51.0,V,33.0,V,16.0,V,13.0,V,10.0,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
8,Barcelona,19,Barcelona,4,10,2021,4,1,35.0,V,35.0,V,35.0,V,30.0,V,28.0,V,30.0,V,32.0,V,37.0,V,53.0,V,61.0,V,70.0,V,70.0,V,51.0,V,44.0,V,26.0,V,17.0,V,16.0,V,19.0,V,25.0,V,43.0,V,72.0,V,66.0,V,48.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,2,38.0,V,33.0,V,28.0,V,22.0,V,27.0,V,20.0,V,23.0,V,28.0,V,26.0,V,30.0,V,42.0,V,33.0,V,31.0,V,37.0,V,30.0,V,22.0,V,15.0,V,11.0,V,18.0,V,30.0,V,27.0,V,19.0,V,20.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,3,18.0,V,18.0,V,7.0,V,21.0,V,25.0,V,26.0,V,26.0,V,39.0,V,45.0,V,41.0,V,45.0,V,70.0,V,56.0,V,66.0,V,63.0,V,52.0,V,49.0,V,38.0,V,29.0,V,27.0,V,24.0,V,26.0,V,23.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,4,29.0,V,25.0,V,24.0,V,22.0,V,19.0,V,29.0,V,26.0,V,25.0,V,31.0,V,29.0,V,28.0,V,33.0,V,22.0,V,30.0,V,31.0,V,22.0,V,24.0,V,36.0,V,36.0,V,38.0,V,56.0,V,42.0,V,41.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,5,28.0,V,29.0,V,30.0,V,26.0,V,24.0,V,25.0,V,24.0,V,24.0,V,28.0,V,28.0,V,37.0,V,45.0,V,49.0,V,55.0,V,36.0,V,39.0,V,45.0,V,53.0,V,68.0,V,61.0,V,43.0,V,37.0,V,33.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,6,33.0,V,32.0,V,24.0,V,28.0,V,30.0,V,26.0,V,26.0,V,58.0,V,51.0,V,58.0,V,54.0,V,71.0,V,55.0,V,46.0,V,33.0,V,34.0,V,54.0,V,77.0,V,71.0,V,47.0,V,45.0,V,38.0,V,34.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,7,30.0,V,33.0,V,18.0,V,16.0,V,8.0,V,11.0,V,10.0,V,26.0,V,21.0,V,23.0,V,,N,,N,,N,,N,12.0,V,22.0,V,28.0,V,52.0,V,58.0,V,42.0,V,33.0,V,31.0,V,32.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,8,27.0,V,28.0,V,28.0,V,27.0,V,26.0,V,26.0,V,30.0,V,78.0,V,95.0,V,55.0,V,40.0,V,45.0,V,49.0,V,40.0,V,38.0,V,36.0,V,43.0,V,76.0,V,57.0,V,38.0,V,31.0,V,30.0,V,23.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,9,15.0,V,15.0,V,19.0,V,20.0,V,19.0,V,19.0,V,22.0,V,49.0,V,47.0,V,54.0,V,55.0,V,38.0,V,25.0,V,30.0,V,31.0,V,26.0,V,26.0,V,27.0,V,29.0,V,30.0,V,34.0,V,34.0,V,32.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,10,25.0,V,21.0,V,19.0,V,22.0,V,20.0,V,18.0,V,21.0,V,29.0,V,33.0,V,38.0,V,36.0,V,33.0,V,29.0,V,25.0,V,21.0,V,12.0,V,11.0,V,17.0,V,17.0,V,21.0,V,24.0,V,28.0,V,35.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,11,27.0,V,28.0,V,18.0,V,17.0,V,24.0,V,26.0,V,18.0,V,17.0,V,20.0,V,20.0,V,22.0,V,27.0,V,28.0,V,28.0,V,24.0,V,23.0,V,21.0,V,24.0,V,22.0,V,28.0,V,26.0,V,25.0,V,12.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,12,6.0,V,6.0,V,5.0,V,5.0,V,6.0,V,7.0,V,9.0,V,9.0,V,10.0,V,11.0,V,14.0,V,16.0,V,21.0,V,19.0,V,19.0,V,18.0,V,19.0,V,22.0,V,21.0,V,20.0,V,20.0,V,21.0,V,20.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,13,23.0,V,23.0,V,21.0,V,19.0,V,17.0,V,17.0,V,22.0,V,30.0,V,31.0,V,34.0,V,29.0,V,20.0,V,17.0,V,16.0,V,15.0,V,17.0,V,22.0,V,33.0,V,36.0,V,29.0,V,25.0,V,26.0,V,25.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,14,21.0,V,21.0,V,23.0,V,24.0,V,26.0,V,27.0,V,16.0,V,18.0,V,17.0,V,19.0,V,22.0,V,26.0,V,23.0,V,22.0,V,21.0,V,21.0,V,27.0,V,32.0,V,24.0,V,17.0,V,16.0,V,16.0,V,,N,,N
8,Barcelona,19,Barcelona,4,10,2021,4,15,21.0,V,22.0,V,22.0,V,21.0,V,24.0,V,22.0,V,30.0,V,55.0,V,37.0,V,36.0,V,23.0,V,23.0,V,23.0,V,30.0,V,28.0,V,25.0,V,25.0,V,33.0,V,25.0,V,21.0,V,20.0,V,18.0,V,14.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,16,17.0,V,16.0,V,20.0,V,22.0,V,17.0,V,16.0,V,17.0,V,18.0,V,30.0,V,34.0,V,36.0,V,27.0,V,23.0,V,24.0,V,25.0,V,24.0,V,22.0,V,37.0,V,25.0,V,23.0,V,24.0,V,20.0,V,12.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,17,6.0,V,10.0,V,7.0,V,10.0,V,9.0,V,9.0,V,9.0,V,16.0,V,16.0,V,12.0,V,23.0,V,16.0,V,21.0,V,13.0,V,16.0,V,16.0,V,14.0,V,13.0,V,16.0,V,14.0,V,20.0,V,25.0,V,26.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,18,16.0,V,17.0,V,18.0,V,18.0,V,14.0,V,10.0,V,9.0,V,12.0,V,22.0,V,20.0,V,15.0,V,28.0,V,29.0,V,41.0,V,29.0,V,32.0,V,24.0,V,27.0,V,34.0,V,30.0,V,27.0,V,24.0,V,30.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,19,18.0,V,18.0,V,22.0,V,23.0,V,23.0,V,21.0,V,25.0,V,36.0,V,49.0,V,58.0,V,,N,,N,,N,,N,,N,9.0,V,11.0,V,19.0,V,22.0,V,15.0,V,13.0,V,15.0,V,14.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,20,17.0,V,17.0,V,18.0,V,19.0,V,17.0,V,18.0,V,20.0,V,47.0,V,51.0,V,62.0,V,58.0,V,62.0,V,39.0,V,20.0,V,19.0,V,18.0,V,26.0,V,36.0,V,24.0,V,19.0,V,19.0,V,18.0,V,17.0,V,,N
8,Barcelona,19,Barcelona,4,10,2021,4,21,14.0,V,13.0,V,12.0,V,12.0,V,12.0,V,11.0,V,11.0,V,14.0,V,13.0,V,13.0,V,15.0,V,18.0,V,16.0,V,15.0,V,14.0,V,13.0,V,16.0,V,16.0,V,15.0,V,13.0,V,14.0,V,13.0,V,12.0,V,13.0,V
